ID,NationalTeam,IntReputation,NationalNumber
158625,Not in team,3,
162895,Not in team,4,
163264,Not in team,2,
163925,Not in team,1,
164859,Not in team,3,
167575,Russia,1,1
167959,Not in team,2,
168621,Greece,1,8
169705,Not in team,2,
227222,Not in team,1,
227234,Not in team,2,
227236,Not in team,1,
234574,Not in team,2,
236679,Not in team,1,
236276,Not in team,1,
236264,Not in team,1,
236221,Not in team,1,
235944,Not in team,1,
235875,Not in team,1,
235619,Not in team,1,
235424,Not in team,2,
235183,Not in team,1,
235149,Not in team,1,
235134,Not in team,1,
235008,Not in team,1,
234826,Not in team,1,
234711,Not in team,2,
230280,Not in team,1,
207715,Not in team,1,
230189,Not in team,1,
230065,Not in team,2,
230020,Not in team,1,
229862,Not in team,1,
229517,Not in team,1,
229469,Not in team,1,
228819,Not in team,1,
228789,Spain,1,13
228747,Not in team,1,
228708,Not in team,2,
228635,Not in team,2,
228579,Not in team,2,
228386,Not in team,1,
228092,Norway,1,6
169706,Not in team,2,
170370,Not in team,3,
237043,Mexico,1,7
194794,Ukraine,3,13
198581,Not in team,1,
198368,Not in team,1,
198006,Not in team,1,
195668,Not in team,1,
194879,Not in team,2,
194845,Not in team,2,
193881,Not in team,1,
170719,Not in team,1,
193683,Not in team,1,
193352,Not in team,2,
193331,Not in team,1,
193116,Not in team,3,
192665,Not in team,1,
192641,Not in team,2,
198719,Not in team,2,
199393,Not in team,2,
199561,Not in team,2,
199577,Not in team,1,
199633,Not in team,1,
199745,Not in team,1,
199767,Not in team,2,
199813,Not in team,1,
200110,Not in team,2,
200316,Not in team,2,
200529,Not in team,2,
200677,Not in team,1,
201118,Not in team,2,
201144,Not in team,2,
201262,Not in team,2,
201389,Not in team,2,
201510,Not in team,2,
192593,Not in team,3,
192041,Mexico,1,2
191627,Not in team,1,
184826,Not in team,3,
170733,Not in team,3,
173208,Not in team,2,
173474,Not in team,2,
176526,Not in team,1,
176930,Not in team,1,
179765,Not in team,1,
181318,Sweden,2,8
182495,Not in team,2,
182945,Not in team,2,
183108,Not in team,2,
183130,Not in team,2,
183569,Not in team,2,
184144,Not in team,3,
184190,Not in team,2,
186098,Mexico,1,12
190765,Not in team,2,
186156,Not in team,2,
186190,Not in team,2,
186200,Not in team,2,
186537,Not in team,2,
186627,Not in team,4,
187491,Not in team,2,
187735,Not in team,3,
188955,Not in team,1,
189060,Austria,2,3
189156,Not in team,2,
189251,Not in team,2,
189454,Not in team,1,
189712,Not in team,3,
190362,Finland,1,10
236920,Not in team,1,
227772,Not in team,1,
237135,Not in team,1,
233556,Not in team,2,
230348,Not in team,1,
230373,Not in team,1,
230425,Not in team,1,
230453,Not in team,1,
230457,Not in team,1,
230463,Not in team,1,
230475,Not in team,1,
230613,Not in team,2,
230975,Not in team,1,
231366,Austria,2,15
231390,Not in team,1,
231416,Not in team,2,
231936,Not in team,1,
232381,Not in team,1,
232498,Not in team,1,
232639,Not in team,1,
233301,Not in team,1,
230328,Not in team,1,
230318,Not in team,1,
211093,Scotland,1,8
244373,Not in team,1,
242663,Not in team,2,
242664,Not in team,1,
242816,Not in team,1,
243007,Czech Republic,1,12
243715,Not in team,2,
244261,Not in team,1,
244316,Not in team,1,
244374,Ukraine,1,10
246618,Czech Republic,1,19
244380,Ukraine,1,16
244393,Not in team,1,
244749,Not in team,2,
244778,Not in team,1,
244915,Not in team,1,
244960,Not in team,1,
245388,Not in team,1,
233493,Mexico,1,6
233631,Not in team,1,
242577,Not in team,2,
233848,Norway,1,15
210602,Not in team,1,
210679,Not in team,1,
210719,Not in team,2,
210896,Not in team,2,
257179,Not in team,1,
256790,Germany,1,14
253290,Not in team,1,
253124,Not in team,1,
253072,Not in team,1,
253004,Not in team,2,
251804,United States,1,2
251566,Not in team,1,
251528,Not in team,1,
251221,Not in team,1,
247641,Not in team,1,
246791,Not in team,1,
211368,Not in team,2,
210438,Not in team,2,
210384,Not in team,1,
210282,Not in team,2,
208224,Greece,1,20
233959,Not in team,1,
234078,Not in team,2,
234171,Hungary,2,20
237184,Not in team,1,
208001,Not in team,1,
208045,Not in team,1,
208053,Greece,1,6
208250,Greece,1,11
210047,Not in team,2,
208375,Not in team,1,
208498,Not in team,2,
208509,Not in team,1,
208787,Not in team,2,
209039,Not in team,1,
209329,Not in team,1,
209744,Not in team,2,
242578,Not in team,2,
230317,Not in team,1,
242380,Canada,1,8
240273,Not in team,1,
241497,Not in team,1,
241187,Not in team,1,
240915,Not in team,1,
240754,Not in team,2,
240716,Not in team,1,
240458,Not in team,1,
239956,Not in team,1,
242374,Not in team,1,
239890,Not in team,2,
239580,Not in team,1,
238227,Not in team,1,
238095,Not in team,2,
238033,Romania,1,1
237646,Not in team,1,
241707,Not in team,1,
211108,Not in team,1,
242348,Not in team,1,
242118,Mexico,1,14
241907,Not in team,2,
231826,Not in team,1,
224510,Not in team,1,
183714,Not in team,1,
158626,Not in team,3,
215202,Not in team,1,
213666,Not in team,1,
190113,Not in team,1,
244385,Ukraine,1,1
239529,Not in team,1,
184575,Not in team,2,
203775,Not in team,2,
198143,Not in team,1,
240289,Not in team,1,
226045,Mexico,1,23
232099,Not in team,1,
198653,Not in team,1,
229628,Not in team,1,
156412,Not in team,1,
237819,Not in team,1,
204539,Not in team,1,
213242,Not in team,1,
211706,Not in team,1,
189433,Not in team,2,
204451,Not in team,1,
215716,Not in team,1,
241827,Not in team,1,
198032,Not in team,1,
186351,Not in team,2,
244206,Not in team,1,
231150,Not in team,1,
221422,Iceland,1,5
216814,Not in team,1,
189165,Not in team,2,
208621,Not in team,1,
185068,Not in team,1,
243854,Not in team,1,
204688,Not in team,1,
241042,Not in team,1,
216466,Not in team,2,
204713,Not in team,1,
213928,Ukraine,1,2
184999,Not in team,1,
231591,Not in team,1,
237221,Argentina,1,28
205989,Not in team,2,
189860,Not in team,1,
235172,Not in team,1,
189177,Scotland,1,14
190456,Not in team,2,
178424,Not in team,2,
236699,Not in team,1,
191135,Not in team,1,
225439,Not in team,2,
221342,Not in team,1,
251805,Netherlands,1,2
228509,Not in team,2,
213917,Not in team,1,
211101,Not in team,1,
231836,Sweden,1,13
213404,Poland,1,3
192667,Not in team,2,
194201,Not in team,1,
176376,Not in team,2,
215449,Not in team,1,
214169,Not in team,1,
230295,Not in team,1,
199575,Not in team,1,
213654,Finland,1,6
211862,Not in team,2,
219797,Not in team,1,
211348,Not in team,1,
217235,Not in team,1,
215443,Not in team,1,
165536,Not in team,1,
200353,Not in team,1,
232097,Not in team,2,
234913,Not in team,1,
198904,Scotland,1,5
226807,Not in team,1,
225782,Not in team,2,
221430,Not in team,1,
215798,Not in team,2,
199158,Not in team,1,
161938,Not in team,1,
238581,Not in team,2,
247028,Czech Republic,1,21
237556,Not in team,1,
230388,Not in team,1,
218868,Not in team,1,
216820,Not in team,2,
212212,Not in team,2,
245235,Not in team,1,
240115,Not in team,1,
253170,Hungary,1,4
255472,Not in team,1,
216816,Not in team,2,
198640,Not in team,1,
252143,Not in team,1,
183285,Not in team,3,
244385,Ukraine,1,1
216158,Not in team,2,
215135,Not in team,1,
235997,Not in team,1,
236007,Not in team,1,
236073,Not in team,1,
236245,Not in team,1,
236298,Not in team,1,
236461,Not in team,1,
236699,Not in team,1,
236804,Not in team,1,
236817,Not in team,1,
236898,Not in team,1,
236899,Russia,1,9
237034,Not in team,1,
237221,Argentina,1,28
237321,Not in team,1,
237329,Not in team,1,
237556,Not in team,1,
237626,Not in team,1,
237681,Not in team,1,
237819,Not in team,1,
237841,Not in team,1,
237960,Not in team,1,
238305,Not in team,1,
238370,Not in team,1,
238581,Not in team,2,
238858,Not in team,1,
239335,Not in team,1,
239529,Not in team,1,
235883,Not in team,1,
235634,Not in team,1,
235565,Not in team,1,
183895,Not in team,2,
176733,Not in team,1,
229980,Mexico,1,3
247131,Not in team,1,
242267,Not in team,1,
207707,Not in team,2,
205402,Not in team,2,
183129,Republic of Ireland,2,24
194904,Not in team,2,
253272,Not in team,1,
221016,Not in team,1,
134744,Canada,2,13
185431,Not in team,3,
201303,Not in team,1,
225363,Not in team,1,
192086,Not in team,2,
185174,Not in team,2,
221014,Not in team,1,
201046,Not in team,2,
223061,Not in team,2,
221269,Not in team,1,
261204,Not in team,1,
194644,Not in team,2,
248148,Not in team,1,
219732,Not in team,1,
193107,Not in team,1,
180819,Not in team,2,
239592,Not in team,1,
239795,Not in team,1,
239837,Not in team,1,
202089,Not in team,1,
243854,Not in team,1,
244206,Not in team,1,
245235,Not in team,1,
245426,Not in team,1,
185195,Not in team,2,
235883,Not in team,1,
215147,Not in team,1,
242794,Not in team,1,
231786,Not in team,1,
230250,Not in team,1,
202858,Not in team,1,
210281,Not in team,1,
230502,Not in team,1,
243631,Not in team,1,
191076,Iceland,1,7
230244,Not in team,1,
229476,Not in team,1,
221284,Not in team,1,
171875,Not in team,2,
236899,Russia,1,9
236898,Not in team,1,
203362,Norway,1,11
203106,Not in team,2,
246113,Not in team,1,
252000,Not in team,1,
202848,Not in team,2,
243656,Not in team,1,
243627,Not in team,1,
189296,Not in team,2,
241026,Not in team,1,
199792,Not in team,1,
214639,Not in team,1,
207471,Not in team,2,
259694,Not in team,1,
193133,Denmark,1,17
188268,Not in team,1,
230252,Not in team,1,
190059,Not in team,2,
240060,Not in team,1,
240115,Not in team,1,
240289,Not in team,1,
240654,Not in team,1,
241042,Not in team,1,
243414,Not in team,1,
241470,Not in team,1,
241673,Not in team,1,
241686,Not in team,1,
241827,Not in team,1,
241990,Not in team,1,
242236,Not in team,1,
242267,Not in team,1,
242392,Not in team,1,
242619,Not in team,1,
242794,Not in team,1,
243231,Not in team,1,
243245,Not in team,1,
224425,Not in team,2,
212432,Not in team,1,
215466,Not in team,2,
213689,Not in team,1,
215228,Not in team,1,
192955,Poland,1,14
242619,Not in team,1,
231355,Not in team,1,
153275,Not in team,2,
211899,Not in team,2,
210619,Not in team,1,
219576,Not in team,1,
224444,Not in team,1,
204472,Not in team,2,
186551,Not in team,1,
228279,Netherlands,1,23
223671,Austria,2,5
211382,Not in team,2,
200630,Not in team,1,
252084,Not in team,1,
220604,Not in team,1,
247246,Not in team,1,
207807,Scotland,1,20
186347,Poland,2,13
191164,Not in team,1,
240060,Not in team,1,
231612,Not in team,1,
232938,Not in team,1,
237034,Not in team,1,
173546,Not in team,2,
214763,Not in team,1,
245940,Not in team,1,
247131,Not in team,1,
246098,Not in team,1,
246113,Not in team,1,
246191,Not in team,1,
246836,Not in team,1,
246960,Not in team,1,
247028,Czech Republic,1,21
247103,Not in team,1,
245940,Not in team,1,
239795,Not in team,1,
172723,Not in team,3,
205431,Not in team,1,
230005,Not in team,1,
190581,Not in team,1,
263286,Czech Republic,1,16
200054,Not in team,2,
209782,Not in team,1,
234102,Not in team,1,
263287,Not in team,1,
213367,Not in team,1,
230323,Not in team,1,
157304,Belgium,3,18
226168,Not in team,2,
207993,Not in team,2,
225147,Wales,1,14
225403,Not in team,1,
169595,Not in team,2,
177019,Not in team,2,
229749,Not in team,1,
225653,Not in team,1,
157301,Not in team,3,
209781,Not in team,2,
245426,Not in team,1,
223922,Greece,1,5
204977,Not in team,1,
246960,Not in team,1,
246191,Not in team,1,
243631,Not in team,1,
211119,Not in team,1,
207790,Not in team,1,
236461,Not in team,1,
192427,Not in team,2,
243627,Not in team,1,
237681,Not in team,1,
235634,Not in team,1,
142707,Not in team,2,
190324,Not in team,1,
254909,Not in team,1,
158144,Not in team,2,
228732,Not in team,1,
220876,Not in team,2,
230354,Not in team,1,
180175,Not in team,3,
219087,Not in team,1,
247246,Not in team,1,
233934,England,1,23
202445,Not in team,1,
198861,Not in team,1,
235467,Not in team,1,
215251,Not in team,1,
231627,Not in team,1,
210635,Not in team,1,
201931,Not in team,1,
229034,Not in team,1,
223197,Not in team,1,
235997,Not in team,1,
239837,Not in team,1,
192722,Not in team,2,
226515,Not in team,1,
230336,Not in team,1,
242392,Not in team,1,
222429,Not in team,1,
262621,Not in team,1,
216283,Not in team,1,
205531,Not in team,2,
224218,Not in team,1,
229593,Not in team,2,
220633,Not in team,2,
153048,Not in team,1,
230355,Not in team,1,
210648,Not in team,2,
210136,Poland,1,4
203736,Not in team,2,
243414,Not in team,1,
236245,Not in team,1,
189908,Poland,2,12
225748,Not in team,1,
223710,Not in team,1,
232670,Not in team,1,
195038,Austria,2,11
225733,Not in team,1,
243656,Not in team,1,
247495,Not in team,1,
171975,Not in team,1,
227527,Not in team,1,
221639,Not in team,1,
216774,Not in team,2,
230341,Not in team,1,
221125,Not in team,1,
221919,Not in team,1,
171972,Not in team,1,
232132,Not in team,1,
222148,Not in team,2,
225475,Not in team,1,
234178,Not in team,1,
221634,Not in team,1,
149185,Not in team,2,
205257,Not in team,1,
186569,Not in team,2,
199626,Not in team,2,
216266,Not in team,1,
230625,Not in team,1,
169697,Republic of Ireland,1,23
238305,Not in team,1,
163301,Mexico,1,1
253157,Not in team,1,
196069,Not in team,1,
173030,Not in team,1,
208615,Not in team,2,
213991,Not in team,1,
221671,Not in team,2,
236007,Not in team,1,
239335,Not in team,1,
239592,Not in team,1,
220905,Not in team,1,
226537,Not in team,1,
197756,Not in team,2,
214132,Not in team,3,
247328,Not in team,1,
230423,Not in team,1,
233866,Not in team,1,
213899,Not in team,1,
228236,Not in team,1,
189324,Not in team,1,
223885,Not in team,1,
230401,Not in team,1,
230427,Not in team,1,
231227,Not in team,1,
230502,Not in team,1,
230524,Not in team,1,
230528,Not in team,1,
230625,Not in team,1,
230727,Not in team,2,
230967,Not in team,1,
225161,Not in team,1,
209289,Not in team,1,
237960,Not in team,1,
208520,Not in team,2,
204936,Republic of Ireland,1,5
179847,Not in team,3,
220295,Not in team,2,
193158,Not in team,2,
188038,Czech Republic,1,3
201862,Not in team,3,
229764,Not in team,1,
216452,Not in team,1,
201860,Not in team,2,
183427,Not in team,2,
195202,Not in team,1,
241026,Not in team,1,
205953,Not in team,1,
247495,Not in team,1,
231355,Not in team,1,
230528,Not in team,1,
234913,Not in team,1,
234045,Not in team,2,
234102,Not in team,1,
234111,Scotland,1,18
234178,Not in team,1,
234789,Not in team,1,
234824,Not in team,1,
235172,Not in team,1,
231591,Not in team,1,
235389,Mexico,1,8
235467,Not in team,1,
178091,Not in team,2,
172203,Not in team,2,
222123,Not in team,1,
210603,Not in team,1,
233934,England,1,23
233866,Not in team,1,
233290,Russia,1,26
233267,United States,1,22
233029,Not in team,1,
232938,Not in team,1,
232670,Not in team,1,
232241,Not in team,1,
232223,Greece,1,21
232132,Not in team,1,
232099,Not in team,1,
232097,Not in team,2,
231836,Sweden,1,13
231826,Not in team,1,
231786,Not in team,1,
231627,Not in team,1,
231612,Not in team,1,
193152,Not in team,1,
231150,Not in team,1,
234111,Scotland,1,18
251470,Not in team,1,
263287,Not in team,1,
216447,Not in team,1,
253272,Not in team,1,
253170,Hungary,1,4
253157,Not in team,1,
252931,Not in team,1,
252143,Not in team,1,
252084,Not in team,1,
248148,Not in team,1,
251182,Not in team,1,
251517,Not in team,1,
230005,Not in team,1,
252000,Not in team,1,
251805,Netherlands,1,2
263286,Czech Republic,1,16
262621,Not in team,1,
261204,Not in team,1,
259694,Not in team,1,
257536,Not in team,1,
256769,Not in team,1,
255472,Not in team,1,
254909,Not in team,1,
229764,Not in team,1,
229980,Mexico,1,3
230165,Not in team,1,
230336,Not in team,1,
229758,Not in team,1,
200318,Not in team,2,
251517,Not in team,1,
235389,Mexico,1,8
221053,Not in team,1,
213629,Not in team,1,
230524,Not in team,1,
230388,Not in team,1,
230355,Not in team,1,
230354,Not in team,1,
230341,Not in team,1,
230323,Not in team,1,
230295,Not in team,1,
230252,Not in team,1,
230250,Not in team,1,
230244,Not in team,1,
230224,Not in team,1,
230219,Not in team,1,
230213,Not in team,1,
230202,Not in team,1,
230195,Not in team,1,
230186,Not in team,1,
254487,Not in team,1,
214665,Not in team,1,
199339,Not in team,1,
200875,Not in team,1,
237995,Not in team,1,
247181,Not in team,1,
178090,Not in team,1,
225706,Not in team,1,
236457,Greece,1,18
206218,Not in team,1,
229804,Not in team,1,
194957,Not in team,2,
218540,Not in team,1,
211381,Not in team,2,
230829,Not in team,1,
237997,Mexico,1,21
200446,Not in team,1,
188414,Not in team,1,
225926,Not in team,1,
190854,Not in team,2,
198023,Not in team,1,
216199,Not in team,1,
178567,Not in team,2,
238216,Not in team,1,
205193,Not in team,1,
219536,Not in team,1,
